"CODIGO";"DESCRIPCION";"COSTO";"ULTCOSTO";"PRECIO1";"PRECIO2";"PRECIO3";"PRECIO4";"PRECIO5";"PRECIO6";"PRECIO";"PORCENTAJE";"ULTPRECIO";"MARCA";"COLOR";"CATEGORIA";"SUBCATEGORIA";"UBICACION";"UNIDAD";"DISPONIBLE";"ENPRODUCCION";"NOTAS";"IVA";"TASA";"IMPOTROS";"IIBB";"STOCKMINIMO";"STOCKMAXIMO";"STOCKVENDIDO";"FECHACOMPULT";"LISTA";"PROCEDENCIA";"CODIGOBARRA";"RUBRO";"PROVEEDOR";"GARANTIA";"FECHA";"PEDIDO";"STOCK";"EXISTENTE";"ACTUAL";"MARCADOCONTADO";"MARCADOLISTA";"MARCADOFINAL";"PREPARADO";"CTANOMBRE";"CTATIPO";"CTAANTICIPO";"CTAIIBB";"ESTADO";"VENCE";"VENCIMIENTO";"DESLARGA";"RESERVA";"INDIVIDUAL";"MODIFICADO";"SLUG";"ENLACE";"TIPO";"DESTACADO";"VISIBLE";"REBAJADODESDE";"REBAJADOHASTA";"VIRTUAL";"DESCARGAR";"DESCARGA";"DESCARGARLIMITE";"DESCARGAREXPIRA";"URLEXTERNA";"BOTON";"ESTADOIMPUESTO";"CLASEIMPUESTO";"ESTADOSTOCK";"PESO";"DIMENSION";"CLASEENVIO";"VALORACION";"VENTADIRIGIDA";"VENTACRUZADA";"PADRE";"NOTACOMPRA";"ETIQUETA";"ATRIBUTO";"ATRIBUTOPORDEFECTO";"META";"USD"
275;"maya entera estampada";480;;504;528;552;576;600;624;960;100;;0;0;0;0;"";"c/u";4;;"";;0;0;0;;;;08/11/2019;;"";"200350330";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
276;"malla entera estampada con vivo";320;;336;352;368;384;400;416;640;100;;0;0;0;0;"";"c/u";2;;"";;0;0;0;;;;08/11/2019;;"";"200350130";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
277;"short estampado localizado";200;;210;220;230;240;250;260;400;100;;0;0;0;0;"";"c/u";0;;"";;0;0;0;;;;08/11/2019;;"";"200350440";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
278;"remera dreamer";250;;262.5;275;287.5;300;312.5;325;500;100;;0;0;0;0;"";"c/u";0;;"";;0;0;0;;;;23/11/2019;;"";"30317";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
279;"calza alg-lycra trend";230;;241.5;253;264.5;276;287.5;299;460;100;;0;0;0;0;"";"c/u";3;;"";;0;0;0;;;;23/11/2019;;"";"30336";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
280;"short de baño malibu";330;;346.5;363;379.5;396;412.5;429;660;100;;0;0;0;0;"";"c/u";3;;"";;0;0;0;;;;23/11/2019;;"";"40440";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
281;"vestido jersey gise";340;;357;374;391;408;425;442;680;100;;0;0;0;0;"";"c/u";2;;"";;0;0;0;;;;23/11/2019;;"";"30310";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
282;"monito ariana";240;;252;264;276;288;300;312;480;100;;0;0;0;0;"";"c/u";0;;"";;0;0;0;;;;23/11/2019;;"";"10734";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
283;"pescador  uma ";185;;194.25;203.5;212.75;222;231.25;240.5;370;100;;0;0;0;0;"";"c/u";2;;"";;0;0;0;;;;23/11/2019;;"";"10739";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
284;"calza candy";200;;210;220;230;240;250;260;400;100;;0;0;0;0;"";"c/u";4;;"";;0;0;0;;;;23/11/2019;;"";"10723";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
285;"pollera hipy";320;;336;352;368;384;400;416;640;100;;0;0;0;0;"";"c/u";4;;"";;0;0;0;;;;23/11/2019;;"";"30337";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
286;"vestido jersey party";310;;325.5;341;356.5;372;387.5;403;620;100;;0;0;0;0;"";"c/u";0;;"";;0;0;0;;;;23/11/2019;;"";"10718";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
287;"remera fly";230;;241.5;253;264.5;276;287.5;299;460;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;23/11/2019;;"";"10701";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
288;"remera skate";210;;220.5;231;241.5;252;262.5;273;420;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;23/11/2019;;"";"20562";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
289;"musculosa nilo";210;;220.5;231;241.5;252;262.5;273;420;100;;0;0;0;0;"";"c/u";0;;"";;0;0;0;;;;23/11/2019;;"";"40446";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
290;"musculosa lorenzo";195;;204.75;214.5;224.25;234;243.75;253.5;390;100;;0;0;0;0;"";"c/u";0;;"";;0;0;0;;;;23/11/2019;;"";"40460";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
291;"short kid";185;;194.25;203.5;212.75;222;231.25;240.5;370;100;;0;0;0;0;"";"c/u";0;;"";;0;0;0;;;;23/11/2019;;"";"20604";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
292;"short streaky";300;;315;330;345;360;375;390;600;100;;0;0;0;0;"";"c/u";4;;"";;0;0;0;;;;23/11/2019;;"";"40468";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
293;"remera shake";250;;262.5;275;287.5;300;312.5;325;500;100;;0;0;0;0;"";"c/u";4;;"";;0;0;0;;;;23/11/2019;;"";"10714";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
294;"musculosa rider";195;;204.75;214.5;224.25;234;243.75;253.5;390;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;23/11/2019;;"";"20574";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
295;"bandana ka";105;;110.25;115.5;120.75;126;131.25;136.5;210;100;;0;0;0;0;"";"c/u";3;;"";;0;0;0;;;;23/11/2019;;"";"95510035";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
296;"malla  kiero 2 piezas";485;;509.25;533.5;557.75;582;606.25;630.5;970;100;;0;0;0;0;"";"c/u";2;;"";;0;0;0;;;;23/11/2019;;"";"203314669";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
297;"petenone 2 piezas ";540;;567;594;621;648;675;702;1080;100;;0;0;0;0;"";"c/u";2;;"";;0;0;0;;;;23/11/2019;;"";"201230924";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
298;"malla kiero 2 piezas con volado";475;;498.75;522.5;546.25;570;593.75;617.5;950;100;;0;0;0;0;"";"c/u";2;;"";;0;0;0;;;;23/11/2019;;"";"203314639";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
299;"malla kiero regulador flores";450;;472.5;495;517.5;540;562.5;585;900;100;;0;0;0;0;"";"c/u";0;;"";;0;0;0;;;;23/11/2019;;"";"203314609";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
300;"calza laycra estampadaa";315;;330.75;346.5;362.25;378;393.75;409.5;630;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;23/11/2019;;"";"201153815";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
301;"remera varon cuello v";250;;262.5;275;287.5;300;312.5;325;500;100;;0;0;0;0;"";"c/u";2;;"";;0;0;0;;;;23/11/2019;;"";"101159407";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
302;"bermuda varon adachi";350;;367.5;385;402.5;420;437.5;455;700;100;;0;0;0;0;"";"c/u";9;;"";;0;0;0;;;;23/11/2019;;"";"201159419";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
303;"adachi remera varoon";300;;315;330;345;360;375;390;600;100;;0;0;0;0;"";"c/u";4;;"";;0;0;0;;;;23/11/2019;;"";"201159411";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
304;"mono nena modal estampado";400;;420;440;460;480;500;520;800;100;;0;0;0;0;"";"c/u";5;;"";;0;0;0;;;;23/11/2019;;"";"201159421";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
305;"adachi monito estampado";370;;388.5;407;425.5;444;462.5;481;740;100;;0;0;0;0;"";"c/u";0;;"";;0;0;0;;;;23/11/2019;;"";"201159470";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
306;"remera nena sin hombros ";250;;262.5;275;287.5;300;312.5;325;500;100;;0;0;0;0;"";"c/u";0;;"";;0;0;0;;;;23/11/2019;;"";"201159508";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
307;"baby adachi set 4 piezas ";360;;378;396;414;432;450;468;720;100;;0;0;0;0;"";"c/u";2;;"";;0;0;0;;;;25/11/2019;;"";"91151182";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
308;"calza";230;;241.5;253;264.5;276;287.5;299;460;100;;0;0;0;0;"";"c/u";0;;"";;0;0;0;;;;30/11/2019;;"";"201159200";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
309;"bodu cubre pañal y confia";395;;414.75;434.5;454.25;474;493.75;513.5;790;100;;0;0;0;0;"";"c/u";5;;"";;0;0;0;;;;02/12/2019;;"";"58461310";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
310;"body + saquito y bonbachudo";310;;325.5;341;356.5;372;387.5;403;620;100;;0;0;0;0;"";"c/u";0;;"";;0;0;0;;;;02/12/2019;;"";"89741426";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
311;"set 4p body + calza + batin +babero";360;;378;396;414;432;450;468;720;100;;0;0;0;0;"";"c/u";0;;"";;0;0;0;;;;02/12/2019;;"";"58461303";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
312;"body saquito y bonbachudo";300;;315;330;345;360;375;390;600;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;02/12/2019;;"";"58711326";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
313;"body bordado + short";275;;288.75;302.5;316.25;330;343.75;357.5;550;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;02/12/2019;;"";"58743286";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
314;"pupera modal love";190;;199.5;209;218.5;228;237.5;247;380;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;02/12/2019;;"";"58765115";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
315;"remera estampada dino";250;;262.5;275;287.5;300;312.5;325;500;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;02/12/2019;;"";"61373202";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
316;"short denim BA ";320;;336;352;368;384;400;416;640;100;;0;0;0;0;"";"c/u";4;;"";;0;0;0;;;;02/12/2019;;"";"87643451";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
317;"body con bordado manga alita";190;;199.5;209;218.5;228;237.5;247;380;100;;0;0;0;0;"";"c/u";0;;"";;0;0;0;;;;02/12/2019;;"";"58283424";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
318;"vestido estampado con bretel";350;;367.5;385;402.5;420;437.5;455;700;100;;0;0;0;0;"";"c/u";4;;"";;0;0;0;;;;02/12/2019;;"";"64973197";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
319;"vestido body manga corta";360;;378;396;414;432;450;468;720;100;;0;0;0;0;"";"c/u";4;;"";;0;0;0;;;;02/12/2019;;"";"58473184";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
320;"vestido c moño + bonbachudo + vincha";400;;420;440;460;480;500;520;800;100;;0;0;0;0;"";"c/u";0;;"";;0;0;0;;;;02/12/2019;;"";"65481361";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
321;"vestido + bonchita";400;;420;440;460;480;500;520;800;100;;0;0;0;0;"";"c/u";2;;"";;0;0;0;;;;02/12/2019;;"";"58692751";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
322;"pantalon gabardina lisa";410;;430.5;451;471.5;492;512.5;533;820;100;;0;0;0;0;"";"c/u";4;;"";;0;0;0;;;;02/12/2019;;"";"52482751";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
323;"pantalon con roturas";420;;441;462;483;504;525;546;840;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;02/12/2019;;"";"35412823";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
324;"short baño lunarcito";330;;346.5;363;379.5;396;412.5;429;660;100;;0;0;0;0;"";"c/u";3;;"";;0;0;0;;;;10/12/2019;;"";"202100754";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
325;"calza algodon y lycra estampada adachi";300;;315;330;345;360;375;390;600;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;10/12/2019;;"";"201153846";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
326;"short modal estampado coquito";200;;210;220;230;240;250;260;400;100;;0;0;0;0;"";"c/u";5;;"";;0;0;0;;;;10/12/2019;;"";"209920461";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
327;"short modal liso coquito";190;;199.5;209;218.5;228;237.5;247;380;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;10/12/2019;;"";"209920460";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
328;"baby cheito pantalon min";160;;168;176;184;192;200;208;320;100;;0;0;0;0;"";"c/u";4;;"";;0;0;0;;;;10/12/2019;;"";"90242014";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
329;"adachi calza beba color con tiras";225;;236.25;247.5;258.75;270;281.25;292.5;450;100;;0;0;0;0;"";"c/u";4;;"";;0;0;0;;;;10/12/2019;;"";"201159217";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
330;"musculosa nena adachi con estampa";290;;304.5;319;333.5;348;362.5;377;580;100;;0;0;0;0;"";"c/u";9;;"";;0;0;0;;;;10/12/2019;;"";"201159450";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
331;"musculosa con tiras adachi";275;;288.75;302.5;316.25;330;343.75;357.5;550;100;;0;0;0;0;"";"c/u";4;;"";;0;0;0;;;;10/12/2019;;"";"201159438";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
332;"namitin musculosa raya";260;;273;286;299;312;325;338;520;100;;0;0;0;0;"";"c/u";0;;"";;0;0;0;;;;10/12/2019;;"";"201271360";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
333;"namitin remera con mangas es volado";240;;252;264;276;288;300;312;480;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;10/12/2019;;"";"201271366";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
334;"vestido frunce con bordad";260;;273;286;299;312;325;338;520;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;10/12/2019;;"";"201450429";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
335;"medio osito adachi ";170;;178.5;187;195.5;204;212.5;221;340;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;18/12/2019;;"";"91151168";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
336;"ajuar gamise";275;;288.75;302.5;316.25;330;343.75;357.5;550;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;18/12/2019;;"";"90383611";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
337;"short microfibra KANGRI";370;;388.5;407;425.5;444;462.5;481;740;100;;0;0;0;0;"";"c/u";3;;"";;0;0;0;;;;21/12/2019;;"";"40442";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
338;"calza algodon lycra SAILOR";220;;231;242;253;264;275;286;440;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;21/12/2019;;"";"10705";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
339;"pollera algodon y lycra LOLA";285;;299.25;313.5;327.75;342;356.25;370.5;570;100;;0;0;0;0;"";"c/u";4;;"";;0;0;0;;;;21/12/2019;;"";"10721";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
340;"calza modal KIM";190;;199.5;209;218.5;228;237.5;247;380;100;;0;0;0;0;"";"c/u";0;;"";;0;0;0;;;;21/12/2019;;"";"10661";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
341;"shor rustico RAMBOW";260;;273;286;299;312;325;338;520;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;21/12/2019;;"";"30353";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
342;"Musculosa jersey NEON";240;;252;264;276;288;300;312;480;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;21/12/2019;;"";"30391";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
343;"Short rustico coast";270;;283.5;297;310.5;324;337.5;351;540;100;;0;0;0;0;"";"c/u";0;;"";;0;0;0;;;;21/12/2019;;"";"20558";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
344;"short rustico TIGRE";250;;262.5;275;287.5;300;312.5;325;500;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;21/12/2019;;"";"20611";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
345;"short de baño DINO";245;;257.25;269.5;281.75;294;306.25;318.5;490;100;;0;0;0;0;"";"c/u";2;;"";;0;0;0;;;;21/12/2019;;"";"20628";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
346;"enterito jersey forever";350;;367.5;385;402.5;420;437.5;455;700;100;;0;0;0;0;"";"c/u";3;;"";;0;0;0;;;;21/12/2019;;"";"30365";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
347;"remera jersey ATHLETIC";250;;262.5;275;287.5;300;312.5;325;500;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;21/12/2019;;"";"40473";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
348;"short interlock CORAZON";240;;252;264;276;288;300;312;480;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;21/12/2019;;"";"10735";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
349;"remera jersey CABALLITO";210;;220.5;231;241.5;252;262.5;273;420;100;;0;0;0;0;"";"c/u";4;;"";;0;0;0;;;;21/12/2019;;"";"10740";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
350;"remera jersey GIRAFE";225;;236.25;247.5;258.75;270;281.25;292.5;450;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;21/12/2019;;"";"10737";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
351;"chomba jersey STREET";250;;262.5;275;287.5;300;312.5;325;500;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;21/12/2019;;"";"20614";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
352;"vestido jersey DREAM";315;;330.75;346.5;362.25;378;393.75;409.5;630;100;;0;0;0;0;"";"c/u";0;;"";;0;0;0;;;;21/12/2019;;"";"10746";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
353;"musculosa jersey dino";240;;252;264;276;288;300;312;480;100;;0;0;0;0;"";"c/u";3;;"";;0;0;0;;;;21/12/2019;;"";"20599";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
354;"remera jersey RINGO";200;;210;220;230;240;250;260;400;100;;0;0;0;0;"";"c/u";4;;"";;0;0;0;;;;21/12/2019;;"";"20561";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
355;"SHORT SWEET";220;;231;242;253;264;275;286;440;100;;0;0;0;0;"";"c/u";2;;"";;0;0;0;;;;21/12/2019;;"";"10747";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
356;"CAMBIADOR the georgito";400;;420;440;460;480;500;520;800;100;;0;0;0;0;"";"c/u";4;;"";;0;0;0;;;;21/12/2019;;"";"97645283";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
357;"camisa ";470;;493.5;517;540.5;564;587.5;611;940;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;23/12/2019;;"";"92764851";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
358;"vestido fiesta";900;;945;990;1035;1080;1125;1170;1800;100;;0;0;0;0;"";"c/u";18;;"";;0;0;0;;;;23/12/2019;;"";"54681231";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
359;"vestido fiesta";900;;945;990;1035;1080;1125;1170;1800;100;;0;0;0;0;"";"c/u";12;;"";;0;0;0;;;;23/12/2019;;"";"58246986";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
