"CODIGO";"DESCRIPCION";"COSTO";"ULTCOSTO";"PRECIO1";"PRECIO2";"PRECIO3";"PRECIO4";"PRECIO5";"PRECIO6";"PRECIO";"PORCENTAJE";"ULTPRECIO";"MARCA";"COLOR";"CATEGORIA";"SUBCATEGORIA";"UBICACION";"UNIDAD";"DISPONIBLE";"ENPRODUCCION";"NOTAS";"IVA";"TASA";"IMPOTROS";"IIBB";"STOCKMINIMO";"STOCKMAXIMO";"STOCKVENDIDO";"FECHACOMPULT";"LISTA";"PROCEDENCIA";"CODIGOBARRA";"RUBRO";"PROVEEDOR";"GARANTIA";"FECHA";"PEDIDO";"STOCK";"EXISTENTE";"ACTUAL";"MARCADOCONTADO";"MARCADOLISTA";"MARCADOFINAL";"PREPARADO";"CTANOMBRE";"CTATIPO";"CTAANTICIPO";"CTAIIBB";"ESTADO";"VENCE";"VENCIMIENTO";"DESLARGA";"RESERVA";"INDIVIDUAL";"MODIFICADO";"SLUG";"ENLACE";"TIPO";"DESTACADO";"VISIBLE";"REBAJADODESDE";"REBAJADOHASTA";"VIRTUAL";"DESCARGAR";"DESCARGA";"DESCARGARLIMITE";"DESCARGAREXPIRA";"URLEXTERNA";"BOTON";"ESTADOIMPUESTO";"CLASEIMPUESTO";"ESTADOSTOCK";"PESO";"DIMENSION";"CLASEENVIO";"VALORACION";"VENTADIRIGIDA";"VENTACRUZADA";"PADRE";"NOTACOMPRA";"ETIQUETA";"ATRIBUTO";"ATRIBUTOPORDEFECTO";"META";"USD"
707;"calza lizas mini bebe";180;;189;198;207;216;225;234;360;100;;0;0;0;0;"";"c/u";3;;"";;0;0;0;;;;04/07/2020;;"";"69472023";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
708;"remera color varon";345;;362.25;379.5;396.75;414;431.25;448.5;690;100;;0;0;0;0;"";"c/u";2;;"";;0;0;0;;;;04/07/2020;;"";"69426705";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
709;"yaby body + ranita";420;;441;462;483;504;525;546;840;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;05/07/2020;;"";"200150402";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
710;"yabi enterito + gorrito";420;;441;462;483;504;525;546;840;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;05/07/2020;;"";"200150400";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
711;"ax pantalon free fire";500;;525;550;575;600;625;650;1000;100;;0;0;0;0;"";"c/u";3;;"";;0;0;0;;;;05/07/2020;;"";"203990505";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
712;"cega pantalon acetato";200;;210;220;230;240;250;260;400;100;;0;0;0;0;"";"c/u";6;;"";;0;0;0;;;;05/07/2020;;"";"200276529";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
713;"medias soki baby";55;;57.75;60.5;63.25;66;68.75;71.5;110;100;;0;0;0;0;"";"c/u";0;;"";;0;0;0;;;;05/07/2020;;"";"0281001";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
714;"adachi pantalon frisa nena con trabas";400;;420;440;460;480;500;520;800;100;;0;0;0;0;"";"c/u";2;;"";;0;0;0;;;;05/07/2020;;"";"201153924";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
715;"pantalon frisa nena con tiras doradas";500;;525;550;575;600;625;650;1000;100;;0;0;0;0;"";"c/u";3;;"";;0;0;0;;;;05/07/2020;;"";"201153909";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
716;"adachi remera varon ";380;;399;418;437;456;475;494;760;100;;0;0;0;0;"";"c/u";6;;"";;0;0;0;;;;05/07/2020;;"";"201153920";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
717;"adachi pijama varon";600;;630;660;690;720;750;780;1200;100;;0;0;0;0;"";"c/u";3;;"";;0;0;0;;;;05/07/2020;;"";"201153854";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
718;"adachi pijama nena";600;;630;660;690;720;750;780;1200;100;;0;0;0;0;"";"c/u";5;;"";;0;0;0;;;;05/07/2020;;"";"201153835";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
719;"remera adachi varon manga ranglan";380;;399;418;437;456;475;494;760;100;;0;0;0;0;"";"c/u";6;;"";;0;0;0;;;;05/07/2020;;"";"201153925";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
720;"remera adachi varon con estampa";380;;399;418;437;456;475;494;760;100;;0;0;0;0;"";"c/u";4;;"";;0;0;0;;;;05/07/2020;;"";"201153919";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
721;"remera adachi con lentejuelas";340;;357;374;391;408;425;442;680;100;;0;0;0;0;"";"c/u";2;;"";;0;0;0;;;;05/07/2020;;"";"201153817";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
722;"remera algodon nena adachi";320;;336;352;368;384;400;416;640;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;05/07/2020;;"";"201153892";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
723;"adachi pantalon varon f";550;;577.5;605;632.5;660;687.5;715;1100;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;05/07/2020;;"";"201153853";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
724;"set adachi por 4 piezas";430;;451.5;473;494.5;516;537.5;559;860;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;06/07/2020;;"";"201150644";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
725;"chanchito";1100;;1155;1210;1265;1320;1375;1430;2200;100;;0;0;0;0;"";"c/u";2;;"";;0;0;0;;;;10/07/2020;;"";"35889072";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
726;"pollera corderoy BELLA";215;;225.75;236.5;247.25;258;268.75;279.5;430;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;18/07/2020;;"";"10810";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
727;"camiseta jersey IAM";250;;262.5;275;287.5;300;312.5;325;500;100;;0;0;0;0;"";"c/u";0;;"";;0;0;0;;;;18/07/2020;;"";"10800";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
728;"calza alg/lycra SMILING";240;;252;264;276;288;300;312;480;100;;0;0;0;0;"";"c/u";3;;"";;0;0;0;;;;18/07/2020;;"";"10857";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
729;"conj. campera frisa STELLA";670;;703.5;737;770.5;804;837.5;871;1340;100;;0;0;0;0;"";"c/u";0;;"";;0;0;0;;;;18/07/2020;;"";"10838";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
730;"campera jersey SWEET";795;;834.75;874.5;914.25;954;993.75;1033.5;1590;100;;0;0;0;0;"";"c/u";3;;"";;0;0;0;;;;18/07/2020;;"";"10884";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
731;"conjunto frisa PERFORMANCE";900;;945;990;1035;1080;1125;1170;1800;100;;0;0;0;0;"";"c/u";2;;"";;0;0;0;;;;18/07/2020;;"";"20780";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
732;"conjunto campera frisa SKATE";900;;945;990;1035;1080;1125;1170;1800;100;;0;0;0;0;"";"c/u";5;;"";;0;0;0;;;;18/07/2020;;"";"20705";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
733;"remera jersey SIX";245;;257.25;269.5;281.75;294;306.25;318.5;490;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;18/07/2020;;"";"20775";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
734;"pantalon frisa PARIS";300;;315;330;345;360;375;390;600;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;18/07/2020;;"";"10869";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
735;"chaleco c fleace GLAMOUR";830;;871.5;913;954.5;996;1037.5;1079;1660;100;;0;0;0;0;"";"c/u";0;;"";;0;0;0;;;;18/07/2020;;"";"30462";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
736;"polera plush STAR";825;;866.25;907.5;948.75;990;1031.25;1072.5;1650;100;;0;0;0;0;"";"c/u";2;;"";;0;0;0;;;;18/07/2020;;"";"30510";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
737;"camiseta jersey copo";250;;262.5;275;287.5;300;312.5;325;500;100;;0;0;0;0;"";"c/u";0;;"";;0;0;0;;;;18/07/2020;;"";"30409";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
738;"polera jersey FEELING";250;;262.5;275;287.5;300;312.5;325;500;100;;0;0;0;0;"";"c/u";0;;"";;0;0;0;;;;18/07/2020;;"";"20785";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
739;"campera cire gusty";690;;724.5;759;793.5;828;862.5;897;1380;100;;0;0;0;0;"";"c/u";0;;"";;0;0;0;;;;18/07/2020;;"";"40496";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
740;"campera PLUHS MAGIC";780;;819;858;897;936;975;1014;1560;100;;0;0;0;0;"";"c/u";2;;"";;0;0;0;;;;18/07/2020;;"";"30457";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
741;"campera frisa DOT";590;;619.5;649;678.5;708;737.5;767;1180;100;;0;0;0;0;"";"c/u";5;;"";;0;0;0;;;;18/07/2020;;"";"10867";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
742;"pijama unicornio 2";1400;;1470;1540;1610;1680;1750;1820;2800;100;;0;0;0;0;"";"c/u";2;;"";;0;0;0;;;;18/07/2020;;"";"56482133";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
743;"campera hoy sere";350;;367.5;385;402.5;420;437.5;455;700;100;;0;0;0;0;"";"c/u";5;;"";;0;0;0;;;;20/07/2020;;"";"69482135";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
744;"remera hoy sere";250;;262.5;275;287.5;300;312.5;325;500;100;;0;0;0;0;"";"c/u";7;;"";;0;0;0;;;;20/07/2020;;"";"69821455";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
745;"body woody/unicornio";320;;336;352;368;384;400;416;640;100;;0;0;0;0;"";"c/u";2;;"";;0;0;0;;;;20/07/2020;;"";"69821654";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
746;"body hoy sere";300;;315;330;345;360;375;390;600;100;;0;0;0;0;"";"c/u";5;;"";;0;0;0;;;;20/07/2020;;"";"59831564";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
747;"mascaras hoy sere";180;;189;198;207;216;225;234;360;100;;0;0;0;0;"";"c/u";8;;"";;0;0;0;;;;20/07/2020;;"";"69315842";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
748;"capa hoy sere";120;;126;132;138;144;150;156;240;100;;0;0;0;0;"";"c/u";20;;"";;0;0;0;;;;20/07/2020;;"";"36924587";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
749;"enterito interlock estampado MINI DREAMS";390;;409.5;429;448.5;468;487.5;507;780;100;;0;0;0;0;"";"c/u";0;;"";;0;0;0;;;;21/07/2020;;"";"200340511";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
750;"pantalon bebe con puño";200;;210;220;230;240;250;260;400;100;;0;0;0;0;"";"c/u";3;;"";;0;0;0;;;;21/07/2020;;"";"201520030";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
751;"remera bebe manga larga lisa";170;;178.5;187;195.5;204;212.5;221;340;100;;0;0;0;0;"";"c/u";3;;"";;0;0;0;;;;21/07/2020;;"";"204056012";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
752;"remera bebe menga larg";190;;199.5;209;218.5;228;237.5;247;380;100;;0;0;0;0;"";"c/u";3;;"";;0;0;0;;;;21/07/2020;;"";"204056014";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
753;"conjunto body bordado con ranita nena";480;;504;528;552;576;600;624;960;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;21/07/2020;;"";"200340521";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
754;"gaudi set x 3 lunares con bordado";290;;304.5;319;333.5;348;362.5;377;580;100;;0;0;0;0;"";"c/u";3;;"";;0;0;0;;;;21/07/2020;;"";"230505";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
755;"mini dremas set x 4 bordado";870;;913.5;957;1000.5;1044;1087.5;1131;1740;100;;0;0;0;0;"";"c/u";10;;"";;0;0;0;;;;21/07/2020;;"";"200340617";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
756;"cherry bonbacha LOL";95;;99.75;104.5;109.25;114;118.75;123.5;190;100;;0;0;0;0;"";"c/u";4;;"";;0;0;0;;;;21/07/2020;;"";"0450120";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
757;"boxer paw patrol";130;;136.5;143;149.5;156;162.5;169;260;100;;0;0;0;0;"";"c/u";18;;"";;0;0;0;;;;21/07/2020;;"";"0450200";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
758;"cherry bombacha estampada";120;;126;132;138;144;150;156;240;100;;0;0;0;0;"";"c/u";15;;"";;0;0;0;;;;21/07/2020;;"";"0450105";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
759;"body big bay con capucha";300;;315;330;345;360;375;390;600;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;21/07/2020;;"";"2007500610";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
760;"big bay body frances";270;;283.5;297;310.5;324;337.5;351;540;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;21/07/2020;;"";"2007500650";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
761;"big bay body dino";250;;262.5;275;287.5;300;312.5;325;500;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;21/07/2020;;"";"20075117650";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
762;"big bay body franc";260;;273;286;299;312;325;338;520;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;21/07/2020;;"";"2007504650";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
763;"gamise body con broche en la espalda";270;;283.5;297;310.5;324;337.5;351;540;100;;0;0;0;0;"";"c/u";2;;"";;0;0;0;;;;21/07/2020;;"";"65947201";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
764;"body sol de abril";200;;210;220;230;240;250;260;400;100;;0;0;0;0;"";"c/u";0;;"";;0;0;0;;;;21/07/2020;;"";"200371700";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
765;"body gamise tradiciona";240;;252;264;276;288;300;312;480;100;;0;0;0;0;"";"c/u";2;;"";;0;0;0;;;;21/07/2020;;"";"2003870060";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
766;"adachi body algodon estampado";250;;262.5;275;287.5;300;312.5;325;500;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;21/07/2020;;"";"201150622";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
767;"bombacha nenita michifuz";130;;136.5;143;149.5;156;162.5;169;260;100;;0;0;0;0;"";"c/u";17;;"";;0;0;0;;;;30/07/2020;;"";"30460102";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
768;"cherry bombacha teens";110;;115.5;121;126.5;132;137.5;143;220;100;;0;0;0;0;"";"c/u";6;;"";;0;0;0;;;;30/07/2020;;"";"0450132";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
769;" sugari teens bombacha nena";85;;89.25;93.5;97.75;102;106.25;110.5;170;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;30/07/2020;;"";"32211800";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
770;"antillitas sleep niño";110;;115.5;121;126.5;132;137.5;143;220;100;;0;0;0;0;"";"c/u";0;;"";;0;0;0;;;;30/07/2020;;"";"37960270";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
771;"pijama unicornio 2 talle grandre";1500;;1575;1650;1725;1800;1875;1950;3000;100;;0;0;0;0;"";"c/u";0;;"";;0;0;0;;;;01/08/2020;;"";"56498523";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
772;"chanchito talle grande";1600;;1680;1760;1840;1920;2000;2080;3200;100;;0;0;0;0;"";"c/u";2;;"";;0;0;0;;;;01/08/2020;;"";"98735211";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
773;"campera plush coquito";350;;367.5;385;402.5;420;437.5;455;700;100;;0;0;0;0;"";"c/u";5;;"";;0;0;0;;;;01/08/2020;;"";"209920842";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
774;"narocca";500;;525;550;575;600;625;650;1000;100;;0;0;0;0;"";"c/u";4;;"";;0;0;0;;;;01/08/2020;;"";"201415784";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
775;"calza adachi basica ";400;;420;440;460;480;500;520;800;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;01/08/2020;;"";"201157015";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
776;"medio osito bordado";170;;178.5;187;195.5;204;212.5;221;340;100;;0;0;0;0;"";"c/u";0;;"";;0;0;0;;;;01/08/2020;;"";"202950337";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
777;"coquito pantalon estampado";160;;168;176;184;192;200;208;320;100;;0;0;0;0;"";"c/u";0;;"";;0;0;0;;;;01/08/2020;;"";"209920410";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
778;"calzas HOY SERE";360;;378;396;414;432;450;468;720;100;;0;0;0;0;"";"c/u";11;;"";;0;0;0;;;;08/08/2020;;"";"69864781";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
779;"set unicornio";300;;315;330;345;360;375;390;600;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;08/08/2020;;"";"69541261";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
780;"disfraz bichito";650;;682.5;715;747.5;780;812.5;845;1300;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;08/08/2020;;"";"693145628";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
781;"vestido PRICESA";550;;577.5;605;632.5;660;687.5;715;1100;100;;0;0;0;0;"";"c/u";4;;"";;0;0;0;;;;08/08/2020;;"";"69546822";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
782;"ALAS";350;;367.5;385;402.5;420;437.5;455;700;100;;0;0;0;0;"";"c/u";2;;"";;0;0;0;;;;08/08/2020;;"";"693125418";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
783;"tutu hoy sere";160;;168;176;184;192;200;208;320;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;13/08/2020;;"";"16542871";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
784;"coronaa";210;;220.5;231;241.5;252;262.5;273;420;100;;0;0;0;0;"";"c/u";4;;"";;0;0;0;;;;20/08/2020;;"";"163524841";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
785;"sol de abril rayado";180;;189;198;207;216;225;234;360;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;22/08/2020;;"";"200380702";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
786;"body gamise estampa";250;;262.5;275;287.5;300;312.5;325;500;100;;0;0;0;0;"";"c/u";0;;"";;0;0;0;;;;22/08/2020;;"";"90383701";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
787;"adachi musculosa beba";250;;262.5;275;287.5;300;312.5;325;500;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;25/08/2020;;"";"201159216";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
788;"musculosa adachi bebe estampa";300;;315;330;345;360;375;390;600;100;;0;0;0;0;"";"c/u";2;;"";;0;0;0;;;;25/08/2020;;"";"201159215";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
789;"body adachi rayado bebe";280;;294;308;322;336;350;364;560;100;;0;0;0;0;"";"c/u";7;;"";;0;0;0;;;;25/08/2020;;"";"201159010";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
790;"body adachi sin mangas";250;;262.5;275;287.5;300;312.5;325;500;100;;0;0;0;0;"";"c/u";1;;"";;0;0;0;;;;25/08/2020;;"";"201159017";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
791;"set body sin mangas +gorritos con orejitas y babitas nena";360;;378;396;414;432;450;468;720;100;;0;0;0;0;"";"c/u";3;;"";;0;0;0;;;;25/08/2020;;"";"201159022";0;1;;;;"";;;;;;"";13;13;13;66;"";;;;"";;;"";"";"";;"";;;;;;;;"";"";"";"";"";;;"";;;;;;;;;;
